UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4869,3760,1,1.8069335260815034,1.620205130557197,-0.7483299354673035,0.5847896674960015,0.31429746808320835,0,0,0,0,0,0
4870,3761,1,1.857041510747786,1.620205130557197,1.5616422128924488,-1.6011177415525706,0.34575540537091376,0,0,0,0,0,0
4871,8049,2,1.857041510747786,1.620205130557197,0.8917502898681202,-1.3769221098552813,0.37721334265861955,0,0,0,0,0,0
4872,3762,1,1.857041510747786,1.620205130557197,-0.016838755153383317,-0.07658744601100229,0.42440024859017766,0,0,0,0,0,0
4873,3763,1,1.857041510747786,1.620205130557197,-1.53372046590962,2.0756906182829766,0.4558581858778835,0,0,0,0,0,0
4874,8050,2,1.857041510747786,1.620205130557197,-0.31713513444014985,-0.22231460661424063,0.48731612316558887,0,0,0,0,0,0
4875,3764,1,1.9071494954140686,1.6877225233550948,0.7993514039337303,-1.1078873518185341,0.5345030290971474,0,0,0,0,0,0
4876,3765,1,1.857041510747786,1.620205130557197,1.4384436983132631,-1.0742580070639405,0.5659609663848528,0,0,0,0,0,0
4877,8051,2,1.857041510747786,1.620205130557197,0.1910587381989958,-0.37925154880234313,0.5974189036725587,0,0,0,0,0,0
4878,8052,2,1.857041510747786,1.620205130557197,0.2372581811661895,-0.7940134674423286,0.6446058096041167,0,0,0,0,0,0
4879,3766,1,1.857041510747786,1.620205130557197,-1.287323436751246,1.1452787467392247,0.6917927155356752,0,0,0,0,0,0
4880,476,0,1.857041510747786,1.6877225233550948,0.037060594975011824,-0.5810276173299035,0.7232506528233806,0,0,0,0,0,0
4881,8053,2,1.9071494954140686,1.7552399161529926,0.09095994510340696,0.12518862251655807,0.8018954960426445,0,0,0,0,0,0
4882,8054,2,1.9071494954140686,1.7552399161529926,-0.8407288214016946,0.7080972649295114,0.8490824019742031,0,0,0,0,0,0
4883,3767,1,1.857041510747786,1.6877225233550948,-0.40953402037453973,0.607209230665731,0.8962693079057616,0,0,0,0,0,0
4884,8055,2,1.9071494954140686,1.7552399161529926,1.299845369411677,-1.2872438571763656,0.927727245193467,0,0,0,0,0,0
4885,477,0,1.9071494954140686,1.6877225233550948,1.0765480617368999,-1.432971017779604,0.9749141511250256,0,0,0,0,0,0
4886,478,0,1.9071494954140686,1.6877225233550948,1.7926394277284248,-1.7580546837406732,1.0535589943442896,0,0,0,0,0,0
4887,3768,1,1.9071494954140686,1.6877225233550948,-1.1025256648824664,0.5511603227414084,1.1322038375635535,0,0,0,0,0,0
4888,3769,1,1.857041510747786,1.6877225233550948,-0.2632357843117547,-0.838852593781787,1.1636617748512588,0,0,0,0,0,0
4889,3770,1,1.857041510747786,1.620205130557197,-0.024538662314582266,-0.1774754802747822,1.1951197121389643,0,0,0,0,0,0
4890,3771,1,1.857041510747786,1.6877225233550948,0.8994501970293192,-0.46892980148125885,1.22657764942667,0,0,0,0,0,0
4891,3772,1,1.857041510747786,1.620205130557197,0.07556013078100905,0.3493842542138474,1.2580355867143755,0,0,0,0,0,0
4892,8056,2,1.857041510747786,1.552687737759338,1.8542386850180164,-1.6123275231374354,1.2894935240020813,0,0,0,0,0,0
4894,8057,2,1.9071494954140686,1.6877225233550948,-0.5173327206313287,0.39422338055330525,1.3681383672213452,0,0,0,0,0,0
4895,479,0,1.9071494954140686,1.6877225233550948,-0.5250326277925277,0.6520483570051888,1.4153252731529034,0,0,0,0,0,0
4896,8058,2,1.9071494954140686,1.620205130557197,0.6299534463873484,-0.8276428121969223,1.4939701163721673,0,0,0,0,0,0
4897,8059,2,1.857041510747786,1.620205130557197,0.9764492686413111,-0.9509504096304318,1.5411570223037259,0,0,0,0,0,0
4898,480,0,1.9071494954140686,1.6877225233550948,0.07556013078100905,-0.31199285929315634,1.5883439282352838,0,0,0,0,0,0
4899,481,0,1.8069335260815034,1.620205130557197,-0.42493383469693763,1.4479428495305666,1.6669887714545477,0,0,0,0,0,0
4901,3773,1,1.8069335260815034,1.620205130557197,-0.9793271503032794,0.12518862251655807,1.7770915519615176,0,0,0,0,0,0
4902,8060,2,1.8069335260815034,1.552687737759338,0.8840503827069212,-0.9397406280455669,1.8085494892492229,0,0,0,0,0,0
4903,3774,1,1.8069335260815034,1.552687737759338,0.7762516824501334,-1.2872438571763656,1.8557363951807815,0,0,0,0,0,0
4905,482,0,1.8069335260815034,1.620205130557197,-0.27093569147295615,1.1116494019846321,-1.6675525810422427,0,0,0,0,0,0
4906,3775,1,1.8069335260815034,1.620205130557197,-1.1718248293332583,1.3806841600213793,-1.5889077378229788,0,0,0,0,0,0
4907,483,0,1.8069335260815034,1.620205130557197,-0.6097316065657187,0.5399505411565436,-1.5574498005352733,0,0,0,0,0,0
4908,8061,2,1.8069335260815034,1.6877225233550948,0.7069525179993403,-0.7940134674423286,-1.4788049573160091,0,0,0,0,0,0
4909,8062,2,1.8069335260815034,1.6877225233550948,-0.4326337418581366,0.8314048623630208,-1.431618051384451,0,0,0,0,0,0
4910,3776,1,1.7568255414152207,1.620205130557197,-0.2632357843117547,0.326964691044119,-1.3844311454528926,0,0,0,0,0,0
4911,8063,2,1.7568255414152207,1.620205130557197,0.6992526108381414,-1.0182090991396184,-1.352973208165187,0,0,0,0,0,0
4912,3777,1,1.7568255414152207,1.552687737759338,1.27674564792808,-1.231194949252043,-1.3057863022336287,0,0,0,0,0,0
4913,3778,1,1.7568255414152207,1.4851703449614402,-0.032238569475781215,-0.41288089355693625,-1.2743283649459232,0,0,0,0,0,0
4914,8064,2,1.7568255414152207,1.552687737759338,0.5991538177425526,-0.6258667436693613,-1.2428704276582174,0,0,0,0,0,0
4915,8065,2,1.7568255414152207,1.552687737759338,0.1294594809094017,0.10276905934682973,-1.1956835217266593,0,0,0,0,0,0
4916,484,0,1.7568255414152207,1.552687737759338,-0.9947269646256773,0.9210831150419354,-1.1484966157951009,0,0,0,0,0,0
4917,485,0,1.7067175567489052,1.552687737759338,1.9543374781136076,-1.4441807993644682,-1.069851772575837,0,0,0,0,0,0
4918,8066,2,1.7067175567489052,1.4851703449614402,0.35275678858417875,-0.2895732961234268,-0.9912069293565728,0,0,0,0,0,0
4919,3779,1,1.6566095720826555,1.4851703449614402,-0.448033556180537,-0.009328756501815498,-0.9440200234250146,0,0,0,0,0,0
4920,3780,1,1.6566095720826555,1.4851703449614402,-0.07073810528177597,-0.08779722759586704,-0.9125620861373089,0,0,0,0,0,0
4922,3781,1,1.7067175567489052,1.552687737759338,-1.7570177735843957,1.571250446964075,-0.8496462115618978,0,0,0,0,0,0
4923,8067,2,1.7067175567489052,1.4851703449614402,0.7685517752889345,-0.5698178357450387,-0.8181882742741923,0,0,0,0,0,0
4925,486,0,1.7067175567489052,1.552687737759338,0.05246040929740972,0.147608185686287,-0.7238144624110756,0,0,0,0,0,0
4926,3782,1,1.7067175567489052,1.552687737759338,1.2690457407668811,-1.1415166965731274,-0.6451696191918117,0,0,0,0,0,0
4927,3783,1,1.7067175567489052,1.552687737759338,-0.10153773392657425,-0.5361884909904456,-0.6137116819041061,0,0,0,0,0,0
4928,8068,2,1.7568255414152207,1.552687737759338,0.21415845968259264,-0.838852593781787,-0.5822537446164004,0,0,0,0,0,0
4929,3784,1,1.7568255414152207,1.552687737759338,0.5298546532917595,-0.6258667436693613,-0.5350668386848422,0,0,0,0,0,0
4930,3785,1,1.7568255414152207,1.620205130557197,-1.3489226940408403,0.4166429437230342,-0.5036089013971365,0,0,0,0,0,0
4931,3786,1,1.7067175567489052,1.552687737759338,1.1381473190264941,-0.7715939042725997,-0.4721509641094309,0,0,0,0,0,0
4932,8069,2,1.6566095720826555,1.4176529521635812,1.36914453386247,-1.208775386082314,-0.4406930268217255,0,0,0,0,0,0
4933,3787,1,1.6566095720826555,1.4176529521635812,-0.7483299354673035,0.43906250689276366,-0.393506120890167,0,0,0,0,0,0
4934,487,0,1.7067175567489052,1.4851703449614402,0.2988574384557836,-0.44651023831153047,-0.3620481836024614,0,0,0,0,0,0
4935,3788,1,1.7067175567489052,1.4851703449614402,0.4990550246469613,-0.5586080541601751,-0.2834033403831974,0,0,0,0,0,0
4936,3789,1,1.7067175567489052,1.552687737759338,-0.2786355986341551,0.22607665678033798,-0.25194540309549207,0,0,0,0,0,0
4938,3790,1,1.7067175567489052,1.552687737759338,0.1910587381989958,-0.2335243881991048,-0.18902952852008081,0,0,0,0,0,0
4939,8070,2,1.7568255414152207,1.620205130557197,0.6992526108381414,-1.1975656044974499,-0.1575715912323752,0,0,0,0,0,0
4940,3791,1,1.8069335260815034,1.6877225233550948,-1.7647176807455947,2.4231938474137755,-0.1103846853008169,0,0,0,0,0,0
4941,3792,1,1.8069335260815034,1.7552399161529926,-0.10153773392657425,-0.14384613552018907,-0.07892674801311128,0,0,0,0,0,0
4942,8071,2,1.8069335260815034,1.8227573089508515,1.4153439768296636,-1.0406286623093475,-0.047468810725405666,0,0,0,0,0,0
4943,3793,1,1.7568255414152207,1.7552399161529926,0.6684529821933431,-0.737964559518006,-0.0002819047938473578,0,0,0,0,0,0
4944,488,0,1.8069335260815034,1.7552399161529926,-0.6097316065657187,0.13639840410142284,0.031176032493858256,0,0,0,0,0,0
4945,8072,2,1.8069335260815034,1.8227573089508515,1.9235378494688093,-1.489019925703926,0.10982087571312218,0,0,0,0,0,0
4946,3794,1,1.8069335260815034,1.8227573089508515,-0.7483299354673035,0.3718038173835769,0.1570077816446805,0,0,0,0,0,0
4947,8073,2,1.857041510747786,1.8227573089508515,1.1843467619936903,-1.0182090991396184,0.18846571893238612,0,0,0,0,0,0
4948,3795,1,1.857041510747786,1.8227573089508515,-0.9254278001748856,1.470362412700295,0.23565262486394442,0,0,0,0,0,0
4949,8074,2,1.9071494954140686,1.8227573089508515,-0.11693754824897215,0.10276905934682973,0.26711056215165,0,0,0,0,0,0
4950,8075,2,1.9071494954140686,1.8227573089508515,0.30655734561698256,-0.8276428121969223,0.31429746808320835,0,0,0,0,0,0
4952,3796,1,1.9071494954140686,1.8227573089508515,0.6222535392261495,-0.46892980148125885,0.40867127994632496,0,0,0,0,0,0
4953,8076,2,1.9071494954140686,1.8227573089508515,-1.0871258505600672,1.4367330679457013,0.4401292172340308,0,0,0,0,0,0
4954,3797,1,1.857041510747786,1.6877225233550948,1.1920466691548892,-1.6459568678920284,0.48731612316558887,0,0,0,0,0,0
4955,3798,1,1.857041510747786,1.7552399161529926,1.4384436983132631,-1.3096634203460946,0.5187740604532948,0,0,0,0,0,0
4956,8077,2,1.9071494954140686,1.6877225233550948,-1.1487251078496614,0.4839016332322215,0.5502319977410001,0,0,0,0,0,0
4958,8078,2,1.9071494954140686,1.7552399161529926,1.9466375709524086,-1.8925720627590474,0.6446058096041167,0,0,0,0,0,0
4959,3799,1,1.9071494954140686,1.6877225233550948,0.06016031645860867,0.6968874833446461,0.6917927155356752,0,0,0,0,0,0
4960,3800,1,1.9071494954140686,1.7552399161529926,1.6925406346328358,-1.668376431061758,0.7232506528233806,0,0,0,0,0,0
4961,3801,1,1.9572574800803513,1.8227573089508515,-1.3566226012020393,2.4119840658289102,0.7547085901110865,0,0,0,0,0,0
4962,3802,1,1.9572574800803513,1.8227573089508515,2.19303460011078,-1.8477329364195896,0.7861665273987919,0,0,0,0,0,0
4963,8079,2,2.007365464746634,1.8227573089508515,-0.4557334633417359,1.1676983099089542,0.8176244646864973,0,0,0,0,0,0
4964,3803,1,1.9572574800803513,1.8227573089508515,2.1083356213375892,-1.8365231548347247,0.8648113706180558,0,0,0,0,0,0
4965,3804,1,1.9572574800803513,1.8227573089508515,0.6684529821933431,-0.7715939042725997,0.8962693079057616,0,0,0,0,0,0
4966,8080,2,1.9071494954140686,1.8227573089508515,-1.1641249221720593,0.9547124597965291,0.927727245193467,0,0,0,0,0,0
4967,3805,1,1.9071494954140686,1.7552399161529926,2.1391352499823872,-1.4217612361947392,0.9749141511250256,0,0,0,0,0,0
4968,3806,1,1.9572574800803513,1.7552399161529926,-0.6867306781777106,1.414313504775973,1.006372088412731,0,0,0,0,0,0
4969,8081,2,1.9572574800803513,1.8227573089508515,-0.2324361556669589,0.2821255647046606,1.0378300257004365,0,0,0,0,0,0
4970,3807,1,1.9572574800803513,1.8227573089508515,0.09865985226460591,-0.2671537329536985,1.0850169316319949,0,0,0,0,0,0
4971,3808,1,1.9071494954140686,1.7552399161529926,0.38355641722897454,-0.5361884909904456,1.1164748689197004,0,0,0,0,0,0
4972,3809,1,1.9071494954140686,1.8227573089508515,2.48563107223635,-1.4553905809493328,1.1479328062074061,0,0,0,0,0,0
4973,489,0,1.9071494954140686,1.7552399161529926,2.277733578883971,-1.7804742469104027,1.1793907434951114,0,0,0,0,0,0
4974,3810,1,1.9071494954140686,1.8227573089508515,-0.4172339275357387,-0.2895732961234268,1.2580355867143755,0,0,0,0,0,0
4975,3811,1,1.9071494954140686,1.8227573089508515,-0.7791295641121005,0.10276905934682973,1.2894935240020813,0,0,0,0,0,0
4976,3812,1,1.857041510747786,1.8227573089508515,-0.6867306781777106,0.5287407595716794,1.3209514612897866,0,0,0,0,0,0
4977,3813,1,1.857041510747786,1.8227573089508515,-1.2026244579780552,1.7954460786613642,1.352409398577492,1,0,0,0,1,0
4978,3814,1,1.857041510747786,1.8227573089508515,0.1910587381989958,0.4502722884776273,1.3838673358651978,0,0,0,0,0,0
4979,3815,1,1.8069335260815034,1.8227573089508515,-0.6636309566941125,0.7753559544386976,1.4153252731529034,0,0,0,0,0,0
4980,8082,2,1.857041510747786,1.8227573089508515,0.7454520538053351,-0.5025591462358525,1.446783210440609,0,0,0,0,0,0
4981,8083,2,1.857041510747786,1.8902747017487493,1.307545276572876,-1.0069993175547538,1.4939701163721673,0,0,0,0,0,0
4982,8084,2,1.857041510747786,1.8902747017487493,0.3296570671005794,-0.34562220404774946,1.5411570223037259,0,0,0,0,0,0
4983,3816,1,1.857041510747786,2.025309487344506,2.277733578883971,-1.8477329364195896,1.5883439282352838,0,0,0,0,0,0
4984,3817,1,1.9071494954140686,2.092826880142404,2.724328194233525,-1.6795862126466221,1.6198018655229898,0,0,0,0,0,0
4985,3818,1,1.9071494954140686,2.092826880142404,-1.9957148955815707,2.0084319287737906,1.651259802810695,1,0,0,0,1,0
4986,8085,2,1.9071494954140686,2.025309487344506,2.1083356213375892,-1.9374111890985053,1.6827177400984008,0,0,0,0,0,0
4987,3819,1,1.857041510747786,1.9577920945466083,-0.10153773392657425,-0.03174831967154443,-1.6990105183299484,0,0,0,0,0,0
4988,8086,2,1.857041510747786,2.025309487344506,-1.633819259005209,1.526411320624617,-1.6675525810422427,0,0,0,0,0,0
4990,3820,1,1.9572574800803513,2.1603442729402627,-0.12463745541017111,-0.37925154880234313,-1.5889077378229788,0,0,0,0,0,0
4991,3821,1,1.9572574800803513,2.1603442729402627,-0.9408276144972835,0.6408385754203241,-1.5574498005352733,0,0,0,0,0,0
4992,8087,2,1.9572574800803513,2.025309487344506,-0.3094352272789509,0.024300588252777606,-1.5259918632475677,0,0,0,0,0,0
4993,3822,1,1.9071494954140686,1.9577920945466083,0.44515567451856863,-0.6931254331785481,-1.4788049573160091,0,0,0,0,0,0
4994,3823,1,1.9071494954140686,1.9577920945466083,2.3393328361735652,-1.9149916259287763,-1.4473470200283038,0,0,0,0,0,0
4995,8088,2,1.7568255414152207,1.7552399161529926,0.9764492686413111,-1.2760340755915014,-1.4158890827405983,0,0,0,0,0,0
4996,3824,1,1.8069335260815034,1.7552399161529926,0.1910587381989958,-0.11021679076559597,-1.36870217680904,0,0,0,0,0,0
4997,8089,2,1.8069335260815034,1.8902747017487493,-0.8869282643688896,0.2709157831197964,-1.3372442395213344,0,0,0,0,0,0
4999,8090,2,1.8069335260815034,1.8902747017487493,2.385532279140761,-1.746844902155809,-1.2428704276582174,0,0,0,0,0,0
5000,8091,2,1.857041510747786,1.9577920945466083,0.1294594809094017,0.057929933007370704,-1.1956835217266593,0,0,0,0,0,0
5001,3825,1,1.857041510747786,1.8902747017487493,2.439431629269154,-1.9262014075136404,-1.1484966157951009,0,0,0,0,0,0
5003,3826,1,1.857041510747786,1.8902747017487493,0.8609506612233243,-1.0182090991396184,-1.069851772575837,0,0,0,0,0,0
5004,3827,1,1.857041510747786,1.8902747017487493,-0.6020316994045197,1.1789080914938184,-1.0383938352881312,0,0,0,0,0,0
5005,3828,1,1.857041510747786,1.8902747017487493,-1.1641249221720593,0.6184190122505945,-1.0069358980004257,0,0,0,0,0,0
5006,8092,2,1.857041510747786,1.9577920945466083,-0.5481323492761258,1.3358450336819214,-0.9754779607127202,0,0,0,0,0,0
5007,8093,2,1.857041510747786,1.8902747017487493,-1.1487251078496614,0.7305168280992398,-0.9282910547811618,0,0,0,0,0,0
5008,3829,1,1.9071494954140686,1.9577920945466083,-0.5635321635985236,0.8426146439478839,-0.8811041488496034,0,0,0,0,0,0
5009,490,0,1.857041510747786,1.8902747017487493,-0.20933643418336204,0.22607665678033798,-0.8496462115618978,0,0,0,0,0,0
5010,3830,1,1.857041510747786,1.8902747017487493,0.06016031645860867,-0.009328756501815498,-0.7710013683426339,0,0,0,0,0,0
5011,3831,1,1.857041510747786,1.8902747017487493,0.21415845968259264,-0.27836351453856323,-0.7395434310549283,0,0,0,0,0,0
5012,8094,2,1.857041510747786,1.8902747017487493,0.9148500113517171,-0.7828036858574644,-0.7080854937672229,0,0,0,0,0,0
5013,8095,2,1.9071494954140686,1.9577920945466083,2.3085332075287694,-1.4553905809493328,-0.6608985878356644,0,0,0,0,0,0
5014,8096,2,1.9071494954140686,1.9577920945466083,0.6068537249037516,-0.6258667436693613,-0.6137116819041061,0,0,0,0,0,0
5015,3832,1,1.9071494954140686,2.025309487344506,-0.4865330919865317,-0.24473416978396956,-0.5665247759725478,0,0,0,0,0,0
5016,3833,1,1.9572574800803513,2.025309487344506,1.8773384065016157,-1.3881318914401461,-0.5350668386848422,0,0,0,0,0,0
5017,3834,1,1.9572574800803513,2.025309487344506,-0.8253290070792955,0.752936391268968,-0.5036089013971365,0,0,0,0,0,0
5018,3835,1,1.9572574800803513,2.025309487344506,-0.2478359699893568,0.4726918516473568,-0.4721509641094309,0,0,0,0,0,0
5019,8097,2,1.9572574800803513,2.025309487344506,0.8070513110949292,-0.46892980148125885,-0.4406930268217255,0,0,0,0,0,0
5020,8098,2,2.007365464746634,2.092826880142404,-0.37873439172974394,-0.14384613552018907,-0.393506120890167,0,0,0,0,0,0
5021,3836,1,2.0574734494129494,2.092826880142404,0.3142572527781815,-0.5025591462358525,-0.3463192149586087,0,0,0,0,0,0
5022,3837,1,2.007365464746634,2.025309487344506,-1.2719236224288482,2.2774666868105378,-0.31486127767090305,0,0,0,0,0,0
5023,3838,1,2.007365464746634,2.092826880142404,-0.8561286357240925,0.7080972649295114,-0.2834033403831974,0,0,0,0,0,0
5024,8099,2,2.007365464746634,2.025309487344506,0.46055548884096653,-0.7043352147634129,-0.25194540309549207,0,0,0,0,0,0
5025,3839,1,1.9572574800803513,2.092826880142404,0.9533495471577142,-1.3208732019309588,-0.20475849716393352,0,0,0,0,0,0
5026,8100,2,1.9572574800803513,2.092826880142404,-0.3248350416013488,0.22607665678033798,-0.17330055987622814,0,0,0,0,0,0
5027,3840,1,1.9572574800803513,2.1603442729402627,-0.2632357843117547,-0.08779722759586704,-0.12611365394466958,0,0,0,0,0,0
5028,3841,1,2.007365464746634,2.2278616657381605,-1.703118423456002,1.5488308837943465,-0.0946557166569642,0,0,0,0,0,0
5029,8101,2,1.9572574800803513,2.1603442729402627,0.8840503827069212,-1.2872438571763656,-0.06319777936925859,0,0,0,0,0,0
5030,8102,2,1.9572574800803513,2.1603442729402627,0.837850939739725,-0.11021679076559597,-0.016010873437700274,0,0,0,0,0,0
5031,8103,2,1.9572574800803513,2.092826880142404,-0.6020316994045197,0.8426146439478839,0.031176032493858256,0,0,0,0,0,0
5032,8104,2,1.9071494954140686,2.025309487344506,-0.00913884799218188,0.4726918516473568,0.07836293842541657,0,0,0,0,0,0
5033,8105,2,2.007365464746634,2.092826880142404,1.3768444410236689,-1.0518384438942117,0.1255498443569749,0,0,0,0,0,0
5034,3842,1,2.007365464746634,2.092826880142404,0.3758565100677756,1.1340689651543605,0.1727367502885332,0,0,0,0,0,0
5035,8106,2,1.9572574800803513,2.092826880142404,-0.00913884799218188,0.03551036983764236,0.2041946875762388,0,0,0,0,0,0
5036,8107,2,2.007365464746634,2.1603442729402627,-0.11693754824897215,-0.020538538086679672,0.2513815935077971,0,0,0,0,0,0
5037,3843,1,2.007365464746634,2.1603442729402627,0.7685517752889345,-0.3344124224628858,0.29856849943935565,0,0,0,0,0,0
5038,8108,2,2.0574734494129494,2.1603442729402627,0.5452544676141574,0.03551036983764236,0.33002643672706106,0,0,0,0,0,0
5039,3844,1,2.0574734494129494,2.2278616657381605,1.6694409131492365,-1.3769221098552813,0.37721334265861955,0,0,0,0,0,0
5040,491,0,2.0574734494129494,2.2278616657381605,1.3383449052176717,-0.9285308464607022,0.40867127994632496,0,0,0,0,0,0
5041,492,0,2.0574734494129494,2.1603442729402627,0.5452544676141574,-0.6931254331785481,0.48731612316558887,0,0,0,0,0,0
5042,3845,1,2.007365464746634,2.1603442729402627,-1.5491202802320179,0.7080972649295114,0.5659609663848528,0,0,0,0,0,0
5043,3846,1,2.0574734494129494,2.1603442729402627,0.41435604587377034,-0.5586080541601751,0.5974189036725587,0,0,0,0,0,0
5044,3847,1,2.0574734494129494,2.1603442729402627,-0.36333457740734604,-0.15505591710505384,0.6288768409602641,0,0,0,0,0,0
5045,3848,1,2.0574734494129494,2.1603442729402627,-0.7945293784344997,0.752936391268968,0.6603347782479695,0,0,0,0,0,0
5046,8109,2,2.0574734494129494,2.1603442729402627,-0.03993847663698017,0.6856777017597819,0.6917927155356752,0,0,0,0,0,0
5047,8110,2,2.0574734494129494,2.1603442729402627,-0.8099291927568976,0.18123753044088012,0.7389796214672334,0,0,0,0,0,0
5048,8111,2,2.0574734494129494,2.2278616657381605,1.2690457407668811,-1.2872438571763656,0.7861665273987919,0,0,0,0,0,0
5050,493,0,2.007365464746634,2.092826880142404,-0.33253494876254774,0.5287407595716794,0.9119982765496144,0,0,0,0,0,0
5051,494,0,2.007365464746634,2.025309487344506,1.4307437911520615,-1.1639362597428569,0.9906431197688783,0,0,0,0,0,0
5052,3849,1,1.9572574800803513,2.025309487344506,-0.27093569147295615,-0.0990070091807318,1.0692879629881422,0,0,0,0,0,0
5053,3850,1,1.9572574800803513,2.025309487344506,-0.6328313280493167,0.8538244255327492,1.1007459002758475,0,0,0,0,0,0
5054,3851,1,1.9071494954140686,1.9577920945466083,-0.00913884799218188,-0.7267547779331424,1.1322038375635535,0,0,0,0,0,0
5055,3852,1,1.9071494954140686,1.9577920945466083,0.7993514039337303,-0.5698178357450387,1.1636617748512588,0,0,0,0,0,0
5056,495,0,1.9071494954140686,1.9577920945466083,-1.0563262219152714,0.5399505411565436,1.1951197121389643,0,0,0,0,0,0
5057,8112,2,1.9572574800803513,1.9577920945466083,-0.6559310495329136,1.4255232863608371,1.2737645553582282,0,0,0,0,0,0
5058,3853,1,1.9071494954140686,1.9577920945466083,-1.1410252006884625,1.0219711493057164,1.3209514612897866,0,0,0,0,0,0
5059,3854,1,1.9572574800803513,1.9577920945466083,0.08326003794220802,0.19244731202574486,1.352409398577492,0,0,0,0,0,0
5060,3855,1,1.9572574800803513,1.8902747017487493,-0.7406300283061046,0.7977755176084259,1.3838673358651978,0,0,0,0,0,0
5061,3856,1,2.007365464746634,1.8902747017487493,0.2064585525213937,0.21486687519547437,1.4153252731529034,0,0,0,0,0,0
5062,3857,1,2.007365464746634,1.9577920945466083,-1.1718248293332583,2.4344036289986395,1.446783210440609,1,0,0,0,1,0
5063,3858,1,2.007365464746634,1.9577920945466083,-1.5568201873932181,1.470362412700295,1.4782411477283146,0,0,0,0,0,0
5064,496,0,2.007365464746634,1.9577920945466083,-0.1554370840549669,0.6520483570051888,-1.6990105183299484,0,0,0,0,0,0
5065,3859,1,2.007365464746634,2.025309487344506,-0.8330289142404944,0.147608185686287,-1.6203656751106843,0,0,0,0,0,0
5066,3860,1,2.0574734494129494,2.025309487344506,0.3912563243901735,-0.40167111197207206,-1.5889077378229788,0,0,0,0,0,0
5067,3861,1,2.0574734494129494,2.092826880142404,0.2680578098109878,-1.1078873518185341,-1.5574498005352733,0,0,0,0,0,0
5068,8113,2,2.1075814340791994,2.1603442729402627,-0.9177278930136854,1.0892298388149027,-1.5259918632475677,0,0,0,0,0,0
5069,8114,2,2.1576894187455147,2.2278616657381605,0.1910587381989958,-0.1998950434445117,-1.4788049573160091,0,0,0,0,0,0
5070,8115,2,2.1075814340791994,2.1603442729402627,-1.0409264075928724,0.8874537702873428,-1.431618051384451,0,0,0,0,0,0
5071,8116,2,2.1075814340791994,2.092826880142404,0.7146524251605393,-1.0854677886488047,-1.3844311454528926,0,0,0,0,0,0
5072,497,0,2.1075814340791994,2.025309487344506,-0.5635321635985236,0.013090806667913431,-1.3372442395213344,0,0,0,0,0,0
5073,3862,1,2.0574734494129494,2.025309487344506,-0.8253290070792955,0.5063211964019498,-1.25859939630207,0,0,0,0,0,0
5074,8117,2,2.007365464746634,2.025309487344506,-0.4711332776641338,0.6744679201749172,-1.2271414590143648,0,0,0,0,0,0
5075,3863,1,2.0574734494129494,2.092826880142404,1.161247040510091,-0.6931254331785481,-1.1799545530828062,0,0,0,0,0,0
5076,3864,1,2.0574734494129494,2.1603442729402627,-1.1487251078496614,0.6520483570051888,-1.1484966157951009,0,0,0,0,0,0
5077,3865,1,2.1075814340791994,2.1603442729402627,-0.39413420605214183,0.46148207006249203,-1.1170386785073951,0,0,0,0,0,0
5078,3866,1,2.1576894187455147,2.2278616657381605,2.0005369210808013,-1.7804742469104027,-1.0855807412196896,0,0,0,0,0,0
5079,8118,2,2.1576894187455147,2.2953790585360196,-0.25553587715055576,0.3381744726289826,-1.0541228039319843,0,0,0,0,0,0
5080,8119,2,2.1075814340791994,2.2953790585360196,-0.8022292855956986,1.571250446964075,-1.0069358980004257,0,0,0,0,0,0
5081,3867,1,2.1075814340791994,2.2278616657381605,-0.8099291927568976,1.212537436248412,-0.9597489920688674,0,0,0,0,0,0
5082,8120,2,2.0574734494129494,2.2278616657381605,-0.16313699121616587,-0.1998950434445117,-0.9282910547811618,0,0,0,0,0,0
5083,498,0,2.0574734494129494,2.1603442729402627,0.5760540962589532,0.29333534628952534,-0.8811041488496034,0,0,0,0,0,0
5084,3868,1,2.0574734494129494,2.092826880142404,-1.449021487136429,1.4927819758700245,-0.8024593056303395,0,0,0,0,0,0
5086,8121,2,2.007365464746634,2.025309487344506,-1.0640261290764703,1.7057678259824485,-0.7395434310549283,0,0,0,0,0,0
5087,3869,1,2.007365464746634,2.025309487344506,0.19875864536019475,0.5735798859111366,-0.69235652512337,0,0,0,0,0,0
5088,8122,2,2.007365464746634,2.025309487344506,1.307545276572876,-1.410551454609875,-0.6608985878356644,0,0,0,0,0,0
5089,3870,1,2.007365464746634,2.092826880142404,-0.3864342988909429,0.024300588252777606,-0.6137116819041061,0,0,0,0,0,0
5090,8123,2,1.9572574800803513,2.092826880142404,-0.2478359699893568,0.7193070465143756,-0.5822537446164004,0,0,0,0,0,0
5091,8124,2,1.9572574800803513,2.1603442729402627,0.4220559530349718,-0.009328756501815498,-0.5350668386848422,0,0,0,0,0,0
5092,3871,1,1.9572574800803513,2.1603442729402627,-1.3104231582348442,0.8314048623630208,-0.48787993275328384,0,0,0,0,0,0
5093,8125,2,1.9572574800803513,2.1603442729402627,0.7146524251605393,-0.020538538086679672,-0.4564219954655782,0,0,0,0,0,0
